trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,ob_zone_high,ob_zone_low,ob_confirmed_at,balance_post,dd_pct
254,2025-03-05 18:59:00,2025-03-05 19:00:00,short,42627.4,42712.4,42421.9,42714.4,sl,-89.0,-48.92,-1.047,9295.86,london,42677.4,42629.4,2025-03-05 18:15:00,9295.889999999983,11.861567168424566
256,2025-03-06 14:40:00,2025-03-06 15:20:00,long,42597.0,42545.0,42720.0,42543.0,sl,-56.0,-50.05,-1.077,9245.8,london,42595.0,42580.0,2025-03-06 13:50:00,9245.839999999984,12.336113291842581
255,2025-03-06 13:45:00,2025-03-06 16:33:00,short,42648.0,42710.0,42500.0,42500.0,tp,146.0,109.45,2.355,9355.25,london,42675.0,42650.0,2025-03-06 12:40:00,9355.289999999985,11.298369571400965
257,2025-03-06 15:32:00,2025-03-06 16:44:00,short,42592.5,42675.5,42392.0,42392.0,tp,198.5,110.56,2.392,9465.81,london,42640.5,42594.5,2025-03-06 15:05:00,9465.849999999984,10.25010145141902
258,2025-03-06 17:11:00,2025-03-06 17:22:00,short,42688.0,42747.5,42546.25,42749.5,sl,-63.5,-50.51,-1.067,9415.3,london,42712.5,42690.0,2025-03-06 12:05:00,9415.339999999984,10.72900903770962
260,2025-03-07 11:15:00,2025-03-07 15:17:00,short,42671.5,42729.5,42533.5,42533.5,tp,136.0,110.39,2.345,9525.69,london,42694.5,42673.5,2025-03-07 03:35:00,9525.729999999983,9.682352762702322
259,2025-03-07 10:52:00,2025-03-07 15:30:00,short,42625.2,42689.7,42470.95,42691.7,sl,-68.5,-50.0,-1.062,9475.69,london,42654.7,42627.2,2025-03-07 10:35:00,9475.729999999983,10.156424814068977
261,2025-03-07 15:19:00,2025-03-07 15:30:00,long,42559.0,42513.5,42665.75,42511.5,sl,-49.5,-51.82,-1.088,9423.88,london,42557.0,42548.5,2025-03-07 09:00:00,9423.909999999983,10.647753088105375
262,2025-03-07 15:37:00,2025-03-07 15:41:00,short,42662.7,42714.7,42539.7,42539.7,tp,121.0,109.64,2.327,9533.52,london,42679.7,42664.7,2025-03-07 12:10:00,9533.549999999983,9.60820789386858
263,2025-03-10 10:21:00,2025-03-10 11:05:00,long,42595.5,42546.0,42712.25,42544.0,sl,-53.5,-51.52,-1.081,9482.0,london,42593.5,42581.0,2025-03-10 09:15:00,9482.029999999982,10.096691735596785
264,2025-03-10 10:37:00,2025-03-10 11:36:00,short,42618.0,42684.0,42460.0,42460.0,tp,156.0,112.67,2.364,9594.67,london,42649.0,42620.0,2025-03-10 10:25:00,9594.699999999983,9.028417775047163
265,2025-03-10 16:00:00,2025-03-10 16:30:00,short,42338.0,42394.0,42205.0,42396.0,sl,-60.0,-51.4,-1.071,9543.27,london,42359.0,42340.0,2025-03-10 15:25:00,9543.299999999983,9.515763843852081
266,2025-03-10 16:31:00,2025-03-10 16:32:00,short,42394.0,42454.0,42251.0,42456.0,sl,-64.0,-50.9,-1.067,9492.37,london,42419.0,42396.0,2025-03-10 14:45:00,9492.399999999983,9.998369192143333
267,2025-03-10 16:59:00,2025-03-10 17:35:00,short,42510.0,42573.5,42358.25,42358.25,tp,149.75,111.93,2.358,9604.3,london,42538.5,42512.0,2025-03-10 11:50:00,9604.329999999984,8.937111497953936
269,2025-03-11 10:59:00,2025-03-11 15:15:00,short,42038.0,42089.5,41916.25,41916.25,tp,119.75,111.66,2.325,9715.96,london,42054.5,42040.0,2025-03-11 07:50:00,9715.989999999983,7.878413792841922
268,2025-03-11 10:31:00,2025-03-11 16:35:00,short,41985.0,42094.0,41719.5,41719.5,tp,263.5,116.09,2.417,9832.05,london,42059.0,41987.0,2025-03-11 06:30:00,9832.079999999984,6.77771330397882
270,2025-03-12 11:01:00,2025-03-12 11:48:00,short,41553.8,41597.3,41452.05,41599.3,sl,-47.5,-53.68,-1.092,9778.37,london,41562.3,41555.8,2025-03-12 05:40:00,9778.399999999983,7.286677058326065
271,2025-03-12 13:38:00,2025-03-12 14:13:00,short,41596.3,41664.3,41433.3,41666.3,sl,-72.0,-51.77,-1.059,9726.6,london,41629.3,41598.3,2025-03-12 13:15:00,9726.629999999983,7.777531260311103
272,2025-03-12 14:57:00,2025-03-12 15:30:00,short,41668.3,41728.8,41524.05,41730.8,sl,-64.5,-51.85,-1.066,9674.75,london,41693.8,41670.3,2025-03-12 14:55:00,9674.779999999982,8.269143977578329
273,2025-03-12 15:44:00,2025-03-12 15:51:00,short,41655.3,41726.3,41484.8,41728.3,sl,-75.0,-51.1,-1.056,9623.65,london,41691.3,41657.3,2025-03-12 15:40:00,9623.679999999982,8.753645614075053
274,2025-03-12 15:46:00,2025-03-12 16:34:00,long,41643.3,41585.8,41780.05,41583.8,sl,-61.5,-51.74,-1.07,9571.91,london,41641.3,41620.8,2025-03-12 14:20:00,9571.939999999982,9.244215372829267
275,2025-03-12 18:47:00,2025-03-12 19:11:00,short,41254.1,41370.6,40969.85,41372.6,sl,-120.5,-49.5,-1.034,9522.41,london,41335.6,41256.1,2025-03-12 17:50:00,9522.439999999982,9.713546703682256
276,2025-03-13 13:03:00,2025-03-13 14:27:00,short,41361.4,41403.4,41263.4,41263.4,tp,96.0,108.83,2.286,9631.24,london,41368.4,41363.4,2025-03-13 06:05:00,9631.269999999982,8.681681476677594
277,2025-03-13 15:09:00,2025-03-13 15:30:00,long,41200.9,41141.9,41341.4,41341.4,tp,138.5,113.04,2.347,9744.28,london,41198.9,41176.9,2025-03-13 12:30:00,9744.309999999983,7.609899382947852
278,2025-03-13 17:43:00,2025-03-13 18:08:00,long,41191.3,41116.8,41370.55,41114.8,sl,-78.5,-51.34,-1.054,9692.95,london,41189.3,41151.8,2025-03-13 17:15:00,9692.969999999983,8.096676565291135
279,2025-03-14 11:07:00,2025-03-14 11:23:00,short,40957.2,41022.2,40801.7,41024.2,sl,-69.0,-51.45,-1.062,9641.5,london,40987.2,40959.2,2025-03-14 11:05:00,9641.519999999982,8.58449670614743
280,2025-03-14 11:28:00,2025-03-14 15:25:00,short,41044.2,41088.2,40941.2,41090.2,sl,-48.0,-52.59,-1.091,9588.91,london,41053.2,41046.2,2025-03-14 08:40:00,9588.929999999982,9.08312568977488
281,2025-03-14 13:36:00,2025-03-14 16:44:00,long,40966.7,40901.7,41122.2,41122.2,tp,153.5,113.84,2.362,9702.75,london,40964.7,40936.7,2025-03-14 11:25:00,9702.769999999982,8.003758443223278
282,2025-03-14 17:21:00,2025-03-14 18:24:00,long,41016.7,40869.6,41377.45,41377.45,tp,358.75,118.32,2.439,9821.07,london,41014.7,40904.6,2025-03-14 16:55:00,9821.089999999982,6.881914340869226
284,2025-03-17 13:01:00,2025-03-17 15:40:00,long,41272.0,41217.2,41402.00000000001,41402.00000000001,tp,128.0,114.7,2.336,9935.77,london,41270.0,41252.2,2025-03-17 12:40:00,9935.789999999983,5.794393055034111
283,2025-03-17 11:09:00,2025-03-17 15:41:00,long,41249.5,41183.4,41407.75,41407.75,tp,156.25,116.08,2.364,10051.85,london,41247.5,41218.4,2025-03-17 11:00:00,10051.869999999983,4.693787380581284
285,2025-03-17 18:48:00,2025-03-17 20:37:00,long,41659.9,41572.5,41871.40000000001,41871.40000000001,tp,209.5,120.47,2.397,10172.32,london,41657.9,41607.5,2025-03-17 18:20:00,10172.339999999982,3.551558180018471
286,2025-03-18 11:08:00,2025-03-18 11:30:00,short,41774.8,41830.7,41642.05000000002,41832.7,sl,-59.9,-54.5,-1.072,10117.82,london,41795.7,41776.8,2025-03-18 10:55:00,10117.839999999982,4.068296716008126
287,2025-03-18 14:42:00,2025-03-18 16:39:00,long,41736.8,41657.0,41929.30000000001,41655.0,sl,-83.8,-53.12,-1.05,10064.69,london,41734.8,41692.0,2025-03-18 13:55:00,10064.719999999981,4.571950863380068
288,2025-03-18 16:30:00,2025-03-18 16:40:00,short,41747.5,41806.1,41608.0,41608.0,tp,137.5,118.7,2.346,10183.4,london,41771.1,41749.5,2025-03-18 16:05:00,10183.419999999982,3.4465038134356205
289,2025-03-19 14:16:00,2025-03-19 16:29:00,short,41621.3,41674.7,41494.80000000002,41676.7,sl,-57.4,-54.73,-1.075,10128.66,london,41639.7,41623.3,2025-03-19 13:55:00,10128.689999999982,3.965423080861558
290,2025-03-19 14:58:00,2025-03-19 16:40:00,long,41614.5,41561.3,41740.49999999999,41740.49999999999,tp,124.0,118.68,2.331,10247.34,london,41612.5,41596.3,2025-03-19 14:15:00,10247.369999999983,2.840165659737661
291,2025-03-20 10:22:00,2025-03-20 12:32:00,long,42063.8,42022.4,42160.3,42020.4,sl,-45.4,-56.19,-1.097,10191.16,london,42061.8,42057.4,2025-03-20 05:30:00,10191.179999999982,3.372927831063514
292,2025-03-20 16:32:00,2025-03-20 17:01:00,long,41743.2,41638.5,41997.94999999999,41997.94999999999,tp,252.75,123.01,2.414,10314.17,london,41741.2,41673.5,2025-03-20 14:00:00,10314.189999999982,2.2066157702912657
293,2025-03-21 12:56:00,2025-03-21 15:40:00,long,41792.0,41730.4,41939.0,41728.4,sl,-65.6,-54.92,-1.065,10259.25,london,41790.0,41765.4,2025-03-21 12:40:00,10259.269999999982,2.7273365115124006
294,2025-03-21 13:56:00,2025-03-21 15:41:00,short,41833.9,41895.2,41687.65000000001,41687.65000000001,tp,144.25,121.36,2.353,10380.6,london,41860.2,41835.9,2025-03-21 13:35:00,10380.629999999983,1.5766688284352486
295,2025-03-24 12:27:00,2025-03-24 16:10:00,long,42312.3,42266.0,42421.05000000001,42421.05000000001,tp,106.75,119.67,2.306,10500.27,london,42310.3,42301.0,2025-03-24 12:15:00,10500.299999999983,0.4420247806942945
296,2025-03-24 16:31:00,2025-03-24 16:38:00,long,42299.9,42251.8,42413.149999999994,42413.149999999994,tp,111.25,121.43,2.313,10621.7,london,42297.9,42286.8,2025-03-24 13:35:00,10621.729999999983,0.0
297,2025-03-24 17:32:00,2025-03-24 20:11:00,long,42482.7,42412.9,42650.19999999998,42410.9,sl,-73.8,-56.15,-1.057,10565.55,london,42480.7,42447.9,2025-03-24 17:25:00,10565.579999999984,0.5286332829021235
299,2025-03-25 13:13:00,2025-03-25 14:41:00,long,42496.4,42456.7,42588.65000000001,42588.65000000001,tp,90.25,120.09,2.273,10685.64,london,42494.4,42491.7,2025-03-25 12:45:00,10685.669999999984,0.0
298,2025-03-25 11:23:00,2025-03-25 15:00:00,long,42493.9,42438.1,42626.40000000001,42626.40000000001,tp,130.5,123.55,2.339,10809.19,london,42491.9,42473.1,2025-03-25 11:20:00,10809.219999999983,0.0
300,2025-03-25 16:29:00,2025-03-25 16:41:00,long,42631.5,42581.6,42749.25,42579.6,sl,-53.9,-58.38,-1.08,10750.81,london,42629.5,42616.6,2025-03-25 15:40:00,10750.839999999984,0.5400944749019753
301,2025-03-25 17:02:00,2025-03-25 17:33:00,long,42515.2,42464.4,42635.19999999998,42635.19999999998,tp,118.0,124.86,2.323,10875.67,london,42513.2,42499.4,2025-03-25 13:30:00,10875.699999999984,0.0
302,2025-03-25 18:17:00,2025-03-25 18:48:00,long,42650.5,42590.5,42793.5,42588.5,sl,-64.0,-58.0,-1.067,10817.67,london,42648.5,42625.5,2025-03-25 18:10:00,10817.699999999984,0.5332990060409912
304,2025-03-26 14:04:00,2025-03-26 14:47:00,short,42587.7,42631.6,42484.95,42633.6,sl,-47.9,-59.02,-1.091,10758.65,london,42596.6,42589.7,2025-03-26 11:00:00,10758.679999999984,1.0759767187399487
303,2025-03-26 11:13:00,2025-03-26 15:42:00,long,42550.5,42508.9,42647.5,42647.5,tp,95.0,123.52,2.284,10882.17,london,42548.5,42543.9,2025-03-26 10:10:00,10882.199999999984,0.0
305,2025-03-26 15:11:00,2025-03-26 16:32:00,long,42616.8,42573.3,42718.55,42718.55,tp,99.75,123.35,2.293,11005.53,london,42614.8,42608.3,2025-03-26 14:50:00,11005.549999999985,0.0
306,2025-03-26 17:47:00,2025-03-26 18:20:00,long,42771.8,42685.4,42980.8,42683.4,sl,-90.4,-57.58,-1.046,10947.95,london,42769.8,42720.4,2025-03-26 17:45:00,10947.969999999985,0.523190572029567
307,2025-03-27 13:07:00,2025-03-27 14:26:00,short,42543.5,42592.5,42428.0,42428.0,tp,113.5,126.8,2.316,11074.75,london,42557.5,42545.5,2025-03-27 10:00:00,11074.769999999984,0.0
308,2025-03-27 14:35:00,2025-03-27 16:26:00,long,42447.2,42360.3,42657.44999999998,42358.3,sl,-90.9,-57.92,-1.046,11016.82,london,42445.2,42395.3,2025-03-27 11:30:00,11016.849999999984,0.522990545176109
309,2025-03-27 14:51:00,2025-03-27 16:30:00,short,42476.3,42538.2,42328.55000000002,42328.55000000002,tp,145.75,130.38,2.355,11147.21,london,42503.2,42478.3,2025-03-27 14:30:00,11147.229999999983,0.0
311,2025-03-27 17:47:00,2025-03-27 18:30:00,long,42488.3,42396.9,42709.8,42394.9,sl,-95.4,-58.18,-1.044,11089.03,london,42486.3,42431.9,2025-03-27 17:45:00,11089.049999999983,0.5219233836567504
310,2025-03-27 17:20:00,2025-03-27 19:50:00,short,42471.3,42550.8,42279.55,42279.55,tp,189.75,133.03,2.387,11222.06,london,42515.8,42473.3,2025-03-27 15:55:00,11222.079999999984,0.0
312,2025-03-28 10:19:00,2025-03-28 10:42:00,long,42248.4,42205.5,42348.65000000001,42203.5,sl,-46.9,-61.34,-1.093,11160.72,london,42246.4,42240.5,2025-03-28 03:00:00,11160.739999999983,0.5466009866263672
313,2025-03-28 12:34:00,2025-03-28 15:37:00,long,42235.5,42182.4,42361.25,42180.4,sl,-57.1,-60.01,-1.075,11100.71,london,42233.5,42217.4,2025-03-28 12:20:00,11100.729999999983,1.0813503379052771
314,2025-03-28 15:33:00,2025-03-28 15:40:00,long,42210.7,42161.2,42327.45,42159.2,sl,-53.5,-60.31,-1.081,11040.4,london,42208.7,42196.2,2025-03-28 13:15:00,11040.419999999984,1.6187729903903745
315,2025-03-28 15:40:00,2025-03-28 16:42:00,long,42169.6,42110.5,42310.34999999999,42108.5,sl,-63.1,-58.94,-1.068,10981.46,london,42167.6,42145.5,2025-03-28 11:55:00,10981.479999999983,2.143987567367197
316,2025-03-28 16:32:00,2025-03-28 16:42:00,long,42188.7,42109.6,42379.45,42107.6,sl,-83.1,-57.99,-1.051,10923.47,london,42186.7,42144.6,2025-03-28 16:20:00,10923.489999999983,2.6607366905244
317,2025-03-28 18:55:00,2025-03-28 19:16:00,long,41745.5,41676.7,41910.50000000001,41674.7,sl,-72.8,-57.79,-1.058,10865.67,london,41743.5,41711.7,2025-03-28 18:40:00,10865.699999999983,3.1757036128774843
319,2025-03-31 11:01:00,2025-03-31 12:01:00,short,41420.0,41468.7,41305.25000000001,41305.25000000001,tp,112.75,125.78,2.315,10991.45,london,41433.7,41422.0,2025-03-31 08:45:00,10991.479999999983,2.0548775271607465
318,2025-03-31 10:36:00,2025-03-31 14:30:00,long,41370.9,41268.2,41620.65000000001,41266.2,sl,-106.7,-56.44,-1.039,10935.01,london,41368.9,41303.2,2025-03-31 10:30:00,10935.039999999983,2.5578145940859565
320,2025-03-31 12:56:00,2025-03-31 14:33:00,long,41291.2,41236.5,41420.94999999999,41234.5,sl,-58.7,-58.98,-1.073,10876.03,london,41289.2,41271.5,2025-03-31 12:35:00,10876.059999999983,3.0833856112235964
321,2025-03-31 16:01:00,2025-03-31 16:36:00,short,41327.0,41378.0,41206.5,41380.0,sl,-55.0,-58.65,-1.078,10817.39,london,41343.0,41329.0,2025-03-31 12:55:00,10817.409999999983,3.6060159970344237
322,2025-03-31 16:33:00,2025-03-31 16:36:00,short,41301.3,41367.6,41142.55000000002,41369.6,sl,-70.3,-57.66,-1.06,10759.73,london,41332.6,41303.3,2025-03-31 16:30:00,10759.749999999984,4.119824488864815
324,2025-04-01 11:40:00,2025-04-01 12:38:00,short,41902.6,41956.8,41774.09999999999,41958.8,sl,-58.2,-57.77,-1.074,10701.96,london,41921.8,41904.6,2025-04-01 11:10:00,10701.979999999983,4.634613191137483
323,2025-04-01 11:05:00,2025-04-01 12:49:00,long,41862.3,41814.7,41974.30000000002,41974.30000000002,tp,110.0,124.32,2.311,10826.28,london,41860.3,41849.7,2025-04-01 08:05:00,10826.299999999983,3.526797171290895
325,2025-04-01 13:04:00,2025-04-01 13:09:00,long,41930.8,41880.1,42050.55000000002,41878.1,sl,-54.7,-58.4,-1.079,10767.88,london,41928.8,41915.1,2025-04-01 12:50:00,10767.899999999983,4.047199806096561
326,2025-04-01 13:14:00,2025-04-01 13:31:00,long,41856.3,41807.8,41970.55,41805.8,sl,-52.5,-58.28,-1.082,10709.6,london,41854.3,41842.8,2025-04-01 11:35:00,10709.619999999983,4.566533120419759
327,2025-04-01 16:27:00,2025-04-01 16:31:00,short,41860.5,41914.6,41732.25,41732.25,tp,126.25,124.96,2.334,10834.56,london,41879.6,41862.5,2025-04-01 13:40:00,10834.579999999982,3.453014057999964
328,2025-04-01 16:33:00,2025-04-01 16:42:00,long,41746.4,41690.9,41878.15,41688.9,sl,-59.5,-58.08,-1.072,10776.49,london,41744.4,41725.9,2025-04-01 16:05:00,10776.499999999982,3.970565171519027
329,2025-04-01 17:44:00,2025-04-01 17:52:00,short,41791.8,41866.5,41612.05000000001,41868.5,sl,-78.7,-56.77,-1.054,10719.72,london,41831.5,41793.8,2025-04-01 17:15:00,10719.729999999981,4.4764428697710485
330,2025-04-01 19:01:00,2025-04-01 19:29:00,long,42094.1,42002.0,42317.34999999999,42000.0,sl,-96.1,-55.93,-1.043,10663.79,london,42092.1,42037.0,2025-04-01 18:50:00,10663.799999999981,4.974835324645728
331,2025-04-02 11:34:00,2025-04-02 13:02:00,short,41911.0,41964.1,41785.25,41785.25,tp,123.75,124.26,2.331,10788.05,london,41929.1,41913.0,2025-04-02 10:55:00,10788.059999999981,3.8675539650403747
332,2025-04-02 12:33:00,2025-04-02 15:03:00,short,41876.8,41937.3,41732.55,41732.55,tp,142.25,125.37,2.351,10913.42,london,41902.3,41878.8,2025-04-02 12:30:00,10913.429999999982,2.7503813909721004
334,2025-04-02 16:34:00,2025-04-02 16:37:00,short,41759.1,41822.0,41608.84999999999,41824.0,sl,-66.9,-58.04,-1.064,10855.38,london,41787.0,41761.1,2025-04-02 15:10:00,10855.389999999981,3.2675760643303455
333,2025-04-02 15:51:00,2025-04-02 17:01:00,long,41674.0,41580.2,41901.50000000001,41901.50000000001,tp,225.5,131.18,2.404,10986.56,london,41672.0,41615.2,2025-04-02 15:50:00,10986.569999999982,2.0986305569021284
335,2025-04-02 17:05:00,2025-04-02 17:19:00,short,41907.8,41952.8,41802.3,41954.8,sl,-49.0,-59.82,-1.089,10926.75,london,41917.8,41909.8,2025-04-02 12:00:00,10926.749999999982,2.6316868174171115
336,2025-04-02 18:52:00,2025-04-02 19:47:00,long,42013.0,41939.2,42190.50000000001,42190.50000000001,tp,175.5,129.92,2.378,11056.67,london,42011.0,41974.2,2025-04-02 18:05:00,11056.669999999982,1.4739691750549089
337,2025-04-03 14:19:00,2025-04-03 16:01:00,long,41043.8,40937.5,41302.55000000001,40935.5,sl,-110.3,-57.36,-1.038,10999.31,london,41041.8,40972.5,2025-04-03 14:10:00,10999.309999999981,1.9851043656791127
338,2025-04-03 16:30:00,2025-04-03 16:33:00,short,41063.8,41149.4,40856.8,41151.4,sl,-89.6,-57.57,-1.047,10941.74,london,41114.4,41065.8,2025-04-03 15:35:00,10941.739999999982,2.4981108671476444
339,2025-04-04 10:28:00,2025-04-04 11:01:00,short,40330.3,40375.9,40223.3,40223.3,tp,105.0,125.97,2.303,11067.71,london,40340.9,40332.3,2025-04-04 10:10:00,11067.709999999981,1.375591690666996
340,2025-04-04 16:32:00,2025-04-04 17:30:00,short,39493.9,39644.9,39123.4,39123.4,tp,368.5,135.05,2.44,11202.76,london,39609.9,39495.9,2025-04-04 16:25:00,11202.75999999998,0.17216059767889175
341,2025-04-04 18:05:00,2025-04-04 20:06:00,short,39402.9,39650.9,38789.9,38789.9,tp,611.0,138.0,2.464,11340.76,london,39615.9,39404.9,2025-04-04 17:20:00,11340.75999999998,0.0
343,2025-04-07 12:52:00,2025-04-07 13:02:00,short,37119.8,37234.8,36839.3,37236.8,sl,-119.0,-58.68,-1.035,11282.09,london,37199.8,37121.8,2025-04-07 12:00:00,11282.07999999998,0.5174256399042074
342,2025-04-07 10:40:00,2025-04-07 13:08:00,long,36772.7,36551.8,37317.94999999998,37317.94999999998,tp,543.25,139.45,2.459,11421.54,london,36770.7,36586.8,2025-04-07 02:30:00,11421.52999999998,0.0
344,2025-04-07 13:05:00,2025-04-07 13:18:00,short,37198.8,37366.3,36787.05,37368.3,sl,-171.5,-57.76,-1.024,11363.78,london,37331.3,37200.8,2025-04-07 09:25:00,11363.76999999998,0.5057115815481842
345,2025-04-07 16:29:00,2025-04-07 16:34:00,long,37138.5,36988.6,37506.25,36986.6,sl,-153.9,-58.34,-1.027,11305.44,london,37136.5,37023.6,2025-04-07 13:20:00,11305.42999999998,1.016501291858451
346,2025-04-07 16:39:00,2025-04-07 16:42:00,long,36821.3,36727.9,37047.8,36725.9,sl,-97.4,-58.95,-1.043,11246.5,london,36819.3,36762.9,2025-04-07 12:45:00,11246.47999999998,1.5326317927633286
347,2025-04-07 16:44:00,2025-04-07 16:48:00,long,36697.6,36596.1,36944.35,36944.35,tp,244.75,135.6,2.411,11382.09,london,36695.6,36631.1,2025-04-07 11:10:00,11382.07999999998,0.34540030976586145
348,2025-04-07 16:59:00,2025-04-07 17:10:00,short,37358.1,37479.9,37060.59999999999,37481.9,sl,-125.8,-58.78,-1.033,11323.31,london,37444.9,37360.1,2025-04-07 16:35:00,11323.29999999998,0.8600423936197825
349,2025-04-08 12:33:00,2025-04-08 14:18:00,short,38724.5,38786.2,38577.25000000001,38788.2,sl,-65.7,-60.29,-1.065,11263.02,london,38751.2,38726.5,2025-04-08 12:30:00,11263.009999999978,1.3879051230439576
350,2025-04-08 16:42:00,2025-04-08 16:43:00,long,39009.0,38942.5,39168.25,39168.25,tp,157.25,133.17,2.365,11396.19,london,39007.0,38977.5,2025-04-08 16:10:00,11396.179999999978,0.22194924848073969
351,2025-04-08 17:54:00,2025-04-08 17:56:00,long,39115.3,39032.2,39316.05000000002,39030.2,sl,-87.1,-59.72,-1.048,11336.47,london,39113.3,39067.2,2025-04-08 17:10:00,11336.45999999998,0.7448214030869916
352,2025-04-08 18:17:00,2025-04-08 18:38:00,long,38725.6,38632.9,38950.34999999999,38950.34999999999,tp,222.75,136.2,2.403,11472.67,london,38723.6,38667.9,2025-04-08 14:35:00,11472.65999999998,0.0
353,2025-04-09 12:50:00,2025-04-09 13:23:00,long,37407.4,37223.1,37861.15000000001,37221.1,sl,-188.3,-58.61,-1.022,11414.06,london,37405.4,37258.1,2025-04-09 11:55:00,11414.04999999998,0.5108667039727551
355,2025-04-09 15:57:00,2025-04-09 16:00:00,short,37069.0,37232.7,36666.75000000001,37234.7,sl,-167.7,-58.46,-1.024,11355.6,london,37197.7,37071.0,2025-04-09 14:40:00,11355.58999999998,1.0204259517845027
354,2025-04-09 14:40:00,2025-04-09 16:06:00,long,36853.6,36650.1,37355.35,37355.35,tp,499.75,140.15,2.456,11495.75,london,36851.6,36685.1,2025-04-09 09:00:00,11495.73999999998,0.0
357,2025-04-09 18:49:00,2025-04-09 19:14:00,short,37701.1,37826.1,37395.6,37828.1,sl,-129.0,-59.32,-1.032,11436.43,london,37791.1,37703.1,2025-04-09 18:45:00,11436.41999999998,0.516017237689786
356,2025-04-09 18:22:00,2025-04-09 19:50:00,short,37711.4,37912.1,37216.65000000001,37914.1,sl,-204.7,-58.62,-1.02,11377.81,london,37877.1,37713.4,2025-04-09 17:55:00,11377.79999999998,1.025945263201853
358,2025-04-10 12:23:00,2025-04-10 13:14:00,short,40014.1,40127.2,39738.350000000006,40129.2,sl,-117.1,-58.9,-1.035,11318.9,london,40092.2,40016.1,2025-04-10 12:10:00,11318.89999999998,1.5383089735850015
360,2025-04-10 15:31:00,2025-04-10 15:40:00,short,40190.0,40292.3,39941.24999999999,39941.24999999999,tp,246.75,136.51,2.412,11455.41,london,40257.3,40192.0,2025-04-10 14:00:00,11455.40999999998,0.3508256101825546
359,2025-04-10 14:14:00,2025-04-10 15:41:00,long,40043.3,39917.2,40351.55000000002,39915.2,sl,-130.1,-58.39,-1.032,11397.02,london,40041.3,39952.2,2025-04-10 13:20:00,11397.01999999998,0.8587528945504989
361,2025-04-10 17:26:00,2025-04-10 18:33:00,short,39735.3,39915.1,39292.80000000002,39292.80000000002,tp,440.5,139.61,2.45,11536.63,london,39880.1,39737.3,2025-04-10 17:10:00,11536.629999999981,0.0
362,2025-04-10 17:56:00,2025-04-10 18:57:00,short,39610.5,39842.3,39037.99999999999,39037.99999999999,tp,570.5,140.25,2.461,11676.88,london,39807.3,39612.5,2025-04-10 17:55:00,11676.879999999981,0.0
363,2025-04-11 10:29:00,2025-04-11 10:37:00,long,39635.4,39575.2,39778.90000000001,39778.90000000001,tp,141.5,137.23,2.35,11814.11,london,39633.4,39610.2,2025-04-11 08:40:00,11814.10999999998,0.0
364,2025-04-11 13:51:00,2025-04-11 14:19:00,long,39773.0,39679.9,39998.75,39677.9,sl,-97.1,-61.61,-1.043,11752.51,london,39771.0,39714.9,2025-04-11 13:30:00,11752.49999999998,0.5214950597209665
365,2025-04-11 16:48:00,2025-04-11 17:23:00,short,39706.1,39864.2,39317.850000000006,39317.850000000006,tp,386.25,143.56,2.443,11896.07,london,39829.2,39708.1,2025-04-11 15:55:00,11896.05999999998,0.0
367,2025-04-11 17:49:00,2025-04-11 19:31:00,short,39599.4,39836.3,39014.149999999994,39838.3,sl,-240.9,-60.48,-1.017,11835.58,london,39801.3,39601.4,2025-04-11 17:30:00,11835.57999999998,0.5084036227120549
366,2025-04-11 17:22:00,2025-04-11 19:34:00,long,39412.1,39201.9,39930.59999999999,39930.59999999999,tp,516.5,144.39,2.457,11979.97,london,39410.1,39236.9,2025-04-11 16:55:00,11979.96999999998,0.0
368,2025-04-14 12:17:00,2025-04-14 12:26:00,long,40592.3,40538.7,40719.30000000002,40536.7,sl,-57.6,-64.37,-1.075,11915.6,london,40590.3,40573.7,2025-04-14 11:55:00,11915.599999999979,0.53731353250468
369,2025-04-14 14:14:00,2025-04-14 14:25:00,short,40629.3,40687.1,40491.80000000002,40689.1,sl,-61.8,-63.7,-1.069,11851.9,london,40652.1,40631.3,2025-04-14 12:30:00,11851.899999999978,1.0690343965803066
371,2025-04-14 16:07:00,2025-04-14 16:34:00,long,40647.8,40576.7,40818.55000000002,40574.7,sl,-75.1,-62.59,-1.056,11789.31,london,40645.8,40611.7,2025-04-14 16:05:00,11789.309999999978,1.591489795049587
372,2025-04-14 17:18:00,2025-04-14 17:28:00,long,40481.1,40425.7,40612.600000000006,40612.600000000006,tp,129.5,137.79,2.338,11927.1,london,40479.1,40460.7,2025-04-14 15:20:00,11927.099999999979,0.44131996991645966
370,2025-04-14 15:42:00,2025-04-14 17:52:00,short,40622.6,40772.1,40255.85,40774.1,sl,-153.5,-60.85,-1.027,11866.25,london,40737.1,40624.6,2025-04-14 14:50:00,11866.249999999978,0.9492511250028285
373,2025-04-15 10:53:00,2025-04-15 11:00:00,long,40636.3,40558.2,40824.55000000002,40556.2,sl,-82.1,-62.37,-1.051,11803.88,london,40634.3,40593.2,2025-04-15 10:45:00,11803.879999999977,1.4698701248834702
374,2025-04-15 12:45:00,2025-04-15 14:46:00,long,40508.0,40448.8,40648.99999999999,40446.8,sl,-63.2,-63.01,-1.068,11740.88,london,40506.0,40483.8,2025-04-15 09:45:00,11740.869999999977,1.9958313752037993
